"","session","site","habitat","octocoral","stony","relief_cm","order","family","binomial","species","size_bin","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","prey_date","prey_depth","prey_area","prey_abundance","prey_density","SVC_prey_difference","total_density","log_difference","average_depth"
"2901",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",1,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,30,0.1875,-0.181841157580094,0.193158842419906,-3.34315234826755,45.6875
"2902",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",2,0,0,"demersal","solitary",35,"none",0,"2015-03-16",55,176.7145868,2,0.011317684839812,"2015-03-16",36.375,160,0,0,0.011317684839812,0.011317684839812,2.51103602159999,45.6875
"2903",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaetodontidae","Chaetodon capistratus","foureye butterflyfish",1,0,0,"demersal","solitary",7.5,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2904",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",1,0,0,"demersal","shoaling",28,"cryptic",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,13,0.08125,-0.075591157580094,0.086908842419906,-2.51381773102496,45.6875
"2905",187,"BISC-W13","Continuous",40,5,29.5,"Tetraodontiformes","Tetraodontidae","Canthigaster rostrata","sharpnose puffer",1,0,0,"demersal","solitary",12,"conspicuous",0,"2015-03-16",55,176.7145868,3,0.016976527259718,"2015-03-16",36.375,160,13,0.08125,-0.064273472740282,0.098226527259718,-1.52069652387763,45.6875
"2906",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Clepticus parrae","creole wrasse",1,0,0,"demersal","shoaling",30,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,2,0.0125,-0.00684115758009401,0.018158842419906,-0.706744026823864,45.6875
"2907",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus coeruleus","blue parrotfish",6,0,0,"demersal","solitary",90,"none",1,"2015-03-16",55,176.7145868,4,0.022635369679624,"2015-03-16",36.375,160,2,0.0125,0.010135369679624,0.035135369679624,0.560054619872654,45.6875
"2908",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",2,0,0,"demersal","solitary",35,"cryptic",0,"2015-03-16",55,176.7145868,3,0.016976527259718,"2015-03-16",36.375,160,0,0,0.016976527259718,0.016976527259718,2.88906686576785,45.6875
"2909",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Ephippidae","Chaetodipterus faber","atlantic spadefish",6,1,0,"demersal","schooling",91,"conspicuous",1,"2015-03-16",55,176.7145868,4,0.022635369679624,"2015-03-16",36.375,160,0,0,0.022635369679624,0.022635369679624,3.16274430531704,45.6875
"2910",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Chromis multilineata","brown chromis",2,0,0,"demersal","shoaling",20,"none",0,"2015-03-16",55,176.7145868,4,0.022635369679624,"2015-03-16",36.375,160,9,0.05625,-0.033614630320376,0.078885369679624,-0.884683337117311,45.6875
"2911",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Chromis cyanea","blue chromis",1,0,0,"demersal","shoaling",25,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,1,0.00625,-0.000591157580094006,0.011908842419906,-0.0850558102460628,45.6875
"2912",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",1,0,0,"demersal","solitary",10,"conspicuous",0,"2015-03-16",55,176.7145868,32.25,0.182497668041968,"2015-03-16",36.375,160,82,0.5125,-0.330002331958032,0.694997668041968,-1.02904807017289,45.6875
"2913",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",1,0,0,"demersal","shoaling",25,"conspicuous",0,"2015-03-16",55,176.7145868,18.5,0.104688584768261,"2015-03-16",36.375,160,39,0.24375,-0.139061415231739,0.348438584768261,-0.839740390882452,45.6875
"2914",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,3.75,0.0212206590746475,"2015-03-16",36.375,160,0,0,0.0212206590746475,0.0212206590746475,3.10102244509686,45.6875
"2915",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus iseri","striped parrotfish",1,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2916",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Cryptotomus roseus","bluelip parrotfish",1,0,0,"demersal","shoaling",13,"conspicuous",1,"2015-03-16",55,176.7145868,6,0.033953054519436,"2015-03-16",36.375,160,1,0.00625,0.027703054519436,0.040203054519436,1.57300439283086,45.6875
"2917",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus iseri","striped parrotfish",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,0.5,0.002829421209953,"2015-03-16",36.375,160,1,0.00625,-0.003420578790047,0.009079421209953,-0.638287797210535,45.6875
"2918",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus coeruleus","blue tang",3,0,0,"demersal","solitary",36,"cryptic",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2919",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Haemulidae","Haemulon plumierii","white grunt",5,0,0,"demersal","schooling",59,"none",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2920",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Scombridae","Scomberomorus regalis","cero",6,0,0,"demersal","schooling",83,"cryptic",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2921",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis fulva","coney",5,1,1,"demersal","solitary",41,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2922",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Mullidae","Pseudupeneus maculatus","spotted goatfish",4,0,0,"demersal","shoaling",30,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2923",187,"BISC-W13","Continuous",40,5,29.5,"Syngnathiformes","Aulostomidae","Aulostomus maculatus","trumpetfish",5,1,0,"demersal","solitary",80,"none",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2924",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaetodontidae","Chaetodon sedentarius","reef butterflyfish",3,0,0,"demersal","solitary",15,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,2,0.0125,-0.00684115758009401,0.018158842419906,-0.706744026823864,45.6875
"2925",187,"BISC-W13","Continuous",40,5,29.5,"Beryciformes","Holocentridae","Holocentrus adscensionis","squirrelfish",5,0,1,"demersal","solitary",60.8,"none",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,3,0.01875,-0.013091157580094,0.024408842419906,-1.08720783272661,45.6875
"2926",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacanthidae","Holacanthus bermudensis","blue angelfish",6,0,0,"demersal","solitary",45,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2927",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Haemulidae","Anisotremus virginicus","porkfish",5,0,1,"demersal","solitary",40.6,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2928",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacanthidae","Holacanthus tricolor","rock beauty",2,0,0,"demersal","solitary",35,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,1,0.00625,-0.000591157580094006,0.011908842419906,-0.0850558102460628,45.6875
"2929",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",1,0,0,"demersal","solitary",5.6,"cryptic",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,35,0.21875,-0.213091157580094,0.224408842419906,-3.49654487794477,45.6875
"2930",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Serranidae","Serranus tigrinus","harlequin bass",2,0,0,"demersal","solitary",12.3,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,3,0.01875,-0.013091157580094,0.024408842419906,-1.08720783272661,45.6875
"2931",187,"BISC-W13","Continuous",40,5,29.5,"Tetraodontiformes","Ostraciidae","Acanthostracion quadricornis","scrawled cowfish",5,0,0,"demersal","solitary",55,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2932",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",6,0,0,"demersal","shoaling",50,"none",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2933",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacanthidae","Holacanthus ciliaris","queen angelfish",6,0,0,"demersal","solitary",45,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2934",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",2,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2015-03-16",55,176.7145868,2,0.011317684839812,"2015-03-16",36.375,160,17,0.10625,-0.094932315160188,0.117567684839812,-2.16412653620814,45.6875
"2935",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaetodontidae","Chaetodon capistratus","foureye butterflyfish",2,0,0,"demersal","solitary",7.5,"conspicuous",1,"2015-03-16",55,176.7145868,2,0.011317684839812,"2015-03-16",36.375,160,5,0.03125,-0.019932315160188,0.042567684839812,-0.962482021641796,45.6875
"2936",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",2,0,0,"demersal","shoaling",28,"cryptic",1,"2015-03-16",55,176.7145868,2,0.011317684839812,"2015-03-16",36.375,160,18,0.1125,-0.101182315160188,0.123817684839812,-2.22076681532147,45.6875
"2937",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Clepticus parrae","creole wrasse",2,0,0,"demersal","shoaling",30,"conspicuous",0,"2015-03-16",55,176.7145868,3,0.016976527259718,"2015-03-16",36.375,160,14,0.0875,-0.070523472740282,0.104476527259718,-1.59393568624604,45.6875
"2938",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Chromis cyanea","blue chromis",2,0,0,"demersal","shoaling",25,"conspicuous",1,"2015-03-16",55,176.7145868,3,0.016976527259718,"2015-03-16",36.375,160,2,0.0125,0.00447652725971798,0.029476527259718,0.286377180323464,45.6875
"2939",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",2,0,0,"demersal","shoaling",25,"conspicuous",0,"2015-03-16",55,176.7145868,54.5,0.308406911884877,"2015-03-16",36.375,160,62,0.3875,-0.0790930881151233,0.695906911884877,-0.22763589227742,45.6875
"2940",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus iseri","striped parrotfish",3,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,3.5,0.019805948469671,"2015-03-16",36.375,160,1,0.00625,0.013555948469671,0.026055948469671,1.05423746107382,45.6875
"2941",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",2,0,0,"demersal","solitary",10,"conspicuous",0,"2015-03-16",55,176.7145868,10.75,0.0608325560139894,"2015-03-16",36.375,160,39,0.24375,-0.182917443986011,0.304582556013989,-1.37580725931258,45.6875
"2942",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",4,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,0.25,0.0014147106049765,"2015-03-16",36.375,160,0,0,0.0014147106049765,0.0014147106049765,0.881579447616203,45.6875
"2943",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",4,1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,1,0.00625,-0.000591157580094006,0.011908842419906,-0.0850558102460628,45.6875
"2944",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",3,0,0,"demersal","solitary",35,"none",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,1,0.00625,-0.000591157580094006,0.011908842419906,-0.0850558102460628,45.6875
"2945",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",4,0,0,"demersal","shoaling",28,"cryptic",1,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,5,0.03125,-0.025591157580094,0.036908842419906,-1.57757238462126,45.6875
"2946",187,"BISC-W13","Continuous",40,5,29.5,"Tetraodontiformes","Tetraodontidae","Canthigaster rostrata","sharpnose puffer",2,0,0,"demersal","solitary",12,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,4,0.025,-0.019341157580094,0.030658842419906,-1.36215087940096,45.6875
"2947",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",3,0,0,"demersal","solitary",35,"cryptic",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2948",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",3,0,0,"demersal","shoaling",25,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,3,0.01875,-0.013091157580094,0.024408842419906,-1.08720783272661,45.6875
"2949",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",5,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,2,0.0125,-0.00684115758009401,0.018158842419906,-0.706744026823864,45.6875
"2950",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus iseri","striped parrotfish",4,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,1,0.00565884241990599,"2015-03-16",36.375,160,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,45.6875
"2951",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus coeruleus","blue tang",5,0,0,"demersal","solitary",36,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2952",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Cryptotomus roseus","bluelip parrotfish",2,0,0,"demersal","shoaling",13,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,8,0.05,-0.05,0.05,-3.93182563272433,45.6875
"2953",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",1,0,0,"demersal","solitary",8,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,14,0.0875,-0.0875,0.0875,-4.48300255201388,45.6875
"2954",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",2,0,0,"demersal","solitary",8,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2955",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Serranidae","Hypoplectrus unicolor","butter hamlet",2,0,0,"demersal","solitary",13,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2956",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Serranidae","Hypoplectrus unicolor","butter hamlet",3,0,0,"demersal","solitary",13,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2957",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Halichoeres maculipinna","clown wrasse",2,0,0,"demersal","shoaling",18,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2958",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Coryphopterus dicrus","colon goby",1,0,0,"demersal","solitary",5,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2959",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",4,0,0,"demersal","solitary",35,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,45.6875
"2960",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",5,0,0,"demersal","solitary",35,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2961",187,"BISC-W13","Continuous",40,5,29.5,"Pleuronectiformes","Bothidae","Bothus ocellatus","eyed flounder",2,0,0,"demersal","solitary",16,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2962",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",2,0,0,"demersal","solitary",5.6,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,45.6875
"2963",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",3,1,1,"demersal","solitary",33,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,45.6875
"2964",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",1,0,0,"demersal","shoaling",25,"none",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,4,0.025,-0.025,0.025,-3.25809653802148,45.6875
"2965",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",2,0,0,"demersal","shoaling",25,"none",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2966",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Lachnolaimus maximus","hogfish",5,0,0,"demersal","solitary",91,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2967",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Lachnolaimus maximus","hogfish",6,0,0,"demersal","solitary",91,"cryptic",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2968",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Coryphopterus personatus","masked goby",1,0,0,"demersal","schooling",4,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,138,0.8625,-0.8625,0.8625,-6.76099389758673,45.6875
"2969",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Gobiidae","Elacatinus oceanops","neon goby",1,0,0,"demersal","solitary",5,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2970",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",4,0,0,"demersal","solitary",35,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2971",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacanthidae","Holacanthus ciliaris","queen angelfish",5,0,0,"demersal","solitary",45,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2972",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus vetula","queen parrotfish",2,0,0,"demersal","solitary",44,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2973",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Scarus vetula","queen parrotfish",3,0,0,"demersal","solitary",44,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2974",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",3,0,0,"demersal","shoaling",28,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,10,0.0625,-0.0625,0.0625,-4.15103990589865,45.6875
"2975",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",5,0,0,"demersal","shoaling",28,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2976",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaetodontidae","Chaetodon sedentarius","reef butterflyfish",2,0,0,"demersal","solitary",15,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2977",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaenopsidae","Acanthemblemaria aspera","roughhead blenny",1,0,0,"benthic","solitary",4,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,6,0.0375,-0.0375,0.0375,-3.65065824129374,45.6875
"2978",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Synodontidae","Synodus intermedius","sand diver",2,0,0,"demersal","solitary",45,"cryptic",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
"2979",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Halichoeres bivittatus","slippery dick",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2980",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Chaetodontidae","Chaetodon ocellatus","spotfin butterflyfish",2,0,0,"demersal","solitary",20,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2981",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Mullidae","Pseudupeneus maculatus","spotted goatfish",2,0,0,"demersal","shoaling",30,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2982",187,"BISC-W13","Continuous",40,5,29.5,"Beryciformes","Holocentridae","Holocentrus adscensionis","squirrelfish",6,0,1,"demersal","solitary",60.8,"none",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2983",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",1,0,0,"demersal","shoaling",50,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2984",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",5,0,0,"demersal","shoaling",50,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2985",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Pomacentridae","Chromis insolata","sunshinefish",1,0,0,"demersal","shoaling",16,"none",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2986",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Serranidae","Serranus tabacarius","tobaccofish",3,0,0,"demersal","solitary",21.8,"conspicuous",1,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,45.6875
"2987",187,"BISC-W13","Continuous",40,5,29.5,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",3,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2015-03-16",55,176.7145868,0,0,"2015-03-16",36.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,45.6875
